ano,mes,id_sh4,id_pais,sigla_uf,id_municipio,peso_liquido_kg,valor_fob_dolar
2003,10,7615,611,SP,3503208,8063,41496
2003,10,6107,199,SP,3503208,526,6230
2003,10,402,485,SP,3503208,19208,16168
2003,10,8539,341,SP,3503208,1,31
2003,10,402,341,SP,3503208,76448,64392
2003,10,402,13,SP,3503208,36707,30918
2003,10,8419,427,SP,3503208,3807,36708
2003,10,402,297,SP,3503208,19112,16098
2003,10,402,88,SP,3503208,38224,32196
2003,10,8465,341,SP,3503208,14,160
2003,10,2009,47,SP,3503208,18550,21599
2003,10,8462,341,SP,3503208,16,165
2003,10,2009,87,SP,3503208,2166162,2003700
2003,3,3301,383,SP,3503208,14560,6552
2003,3,8503,379,SP,3503208,19,28606
2003,3,2009,611,SP,3503208,63600,73380
2003,3,402,88,SP,3503208,38224,26632
2003,3,402,341,SP,3503208,38224,26632
2003,3,402,199,SP,3503208,136095,151391
2003,3,402,345,SP,3503208,19112,13316
2003,3,402,77,SP,3503208,38224,26632
2003,2,2009,87,SP,3503208,2129665,1969940
2003,2,402,83,SP,3503208,76448,53264
2003,2,402,199,SP,3503208,44860,48788
2003,2,402,73,SP,3503208,16116,11229
2003,2,402,780,SP,3503208,19112,13316
2003,2,2009,611,SP,3503208,95400,110070
2003,2,402,88,SP,3503208,76448,53264
2003,2,6115,137,SP,3503208,94,3289
2003,2,3301,754,SP,3503208,4152,12456
2004,1,402,485,SP,3503208,19208,15997
2004,1,2009,87,SP,3503208,1764710,1500004
2004,1,402,450,SP,3503208,19208,16168
2004,1,402,88,SP,3503208,57336,48294
2004,1,402,341,SP,3503208,19112,16098
2004,1,2101,391,SP,3503208,1500,4600
2004,1,402,137,SP,3503208,38224,32196
2004,1,402,474,SP,3503208,19112,16723
2004,1,2009,383,SP,3503208,495285,460615
2004,1,402,820,SP,3503208,57335,48293
2004,1,402,83,SP,3503208,38224,32196
2004,1,2009,767,SP,3503208,433115,368148
2003,11,3301,754,SP,3503208,3979,11937
2003,11,8419,240,SP,3503208,1948,17182
2003,11,2101,521,SP,3503208,75,245
2003,11,2009,383,SP,3503208,75330,45198
2003,11,8419,345,SP,3503208,30,1100
2003,11,402,337,SP,3503208,38224,32196
2003,11,402,83,SP,3503208,36176,30471
2003,11,402,77,SP,3503208,38224,32196
2003,11,8465,345,SP,3503208,50,1333
2003,11,8515,240,SP,3503208,2300,5385
2003,11,8424,199,SP,3503208,5865,65000
2003,11,8421,345,SP,3503208,74,689
2003,11,8424,345,SP,3503208,66,2530
2003,11,402,297,SP,3503208,38224,32196
2003,11,2101,83,SP,3503208,480,1016
2003,11,402,88,SP,3503208,19112,16098
2003,11,402,485,SP,3503208,19208,16451
2003,11,402,341,SP,3503208,5688,4791
2003,11,402,820,SP,3503208,57335,48293
2003,11,3301,383,SP,3503208,14560,6552
2002,8,402,337,SP,3503208,19112,14636
2002,8,402,824,SP,3503208,2844,2178
2002,8,402,77,SP,3503208,19112,14636
2002,8,8465,345,SP,3503208,179,1617
2002,8,9001,345,SP,3503208,9,436
2002,8,3301,754,SP,3503208,4325,15138
2002,8,8467,345,SP,3503208,1,98
2002,8,2009,611,SP,3503208,45050,46206
2002,8,8477,345,SP,3503208,34,1006
2002,8,8474,345,SP,3503208,13,198
2002,8,9018,345,SP,3503208,59,2782
2002,8,8479,345,SP,3503208,19,80
2002,8,8421,345,SP,3503208,45,524
2002,8,8462,345,SP,3503208,38,322
2002,8,9022,345,SP,3503208,31,876
2002,8,8419,345,SP,3503208,4,172
2002,8,402,780,SP,3503208,18353,14055
2002,8,2009,87,SP,3503208,3263526,3018761
2002,8,8424,345,SP,3503208,20,1254
2002,8,402,88,SP,3503208,94800,72599
2002,8,402,73,SP,3503208,16116,12342
2003,4,2009,87,SP,3503208,2179960,2016461
2003,4,402,13,SP,3503208,56576,40970
2003,4,2101,345,SP,3503208,1125,3079
2003,4,2101,521,SP,3503208,225,616
2003,4,402,341,SP,3503208,38224,28184
2003,4,2009,611,SP,3503208,31800,36690
