sigla_uf,id_municipio,quantidade_bovinos_total
PB,2512762,1967
PB,2512788,49
PB,2512804,7940
PB,2512903,1791
PB,2513000,1021
PB,2513109,6507
PB,2513158,5156
PB,2513208,6048
PB,2513307,6394
PB,2513356,3959
PB,2513406,4681
PB,2513505,4259
PB,2513604,6944
PB,2513653,811
PB,2513703,1034
PB,2513802,4253
PB,2513851,1356
PB,2513901,9107
PB,2513927,4649
PB,2513943,904
PB,2513968,4313
PB,2513984,2545
PB,2514008,3602
PB,2514107,3031
PB,2514206,6636
PB,2514305,2604
PB,2514404,14299
PB,2514453,3870
PB,2514503,14321
PB,2514552,4101
PB,2514602,1259
PB,2514651,5627
PB,2514701,2924
PB,2514800,3309
PB,2514909,505
PB,2515005,3442
PB,2515104,2489
PB,2515203,3142
PB,2515302,6237
PB,2515401,2806
PB,2515500,3823
PB,2515609,1604
PB,2515708,1579
PB,2515807,3121
PB,2515906,2777
PB,2515930,2242
PB,2515971,2990
PB,2516003,7386
PB,2516102,940
PB,2516151,1891
PB,2516201,16853
PB,2516300,5692
PB,2516409,10031
PB,2516508,7470
PB,2516607,7259
PB,2516706,2117
PB,2516755,635
PB,2516805,6852
PB,2516904,6750
PB,2517001,5129
PB,2517100,2510
PB,2517209,3284
PB,2517407,1351
PE,2600054,256
PE,2600104,7305
PE,2600203,10811
PE,2600302,7592
PE,2600401,12025
PE,2600500,19943
PE,2600609,7329
PE,2600708,2772
PE,2600807,23747
PE,2600906,4253
PE,2601003,4111
PE,2601052,0
PE,2601102,13371
PE,2601201,6245
PE,2601300,2756
PE,2601409,6056
PE,2601508,4446
PE,2601607,5968
PE,2601706,7288
PE,2601805,4220
PE,2601904,6563
PE,2602001,29452
PE,2602100,26762
PE,2602209,8660
PE,2602308,12373
PE,2602407,7262
PE,2602506,2111
PE,2602605,8755
PE,2602704,2394
PE,2602803,38448
PE,2602902,1571
PE,2603009,7661
PE,2603108,794
PE,2603207,12248
PE,2603306,4315
PE,2603405,1507
PE,2603454,231
PE,2603504,1774
PE,2603603,809
PE,2603702,25033
PE,2603801,16057
PE,2603900,5460
PE,2603926,4375
PE,2604007,3464
PE,2604106,10798
PE,2604155,6206
PE,2604205,2748
PE,2604304,4406
PE,2604403,629
PE,2604502,2197
PE,2604601,832
PE,2604700,22229
PE,2604809,695
PE,2604908,9734
PE,2605004,5487
PE,2605103,14872
PE,2605152,7044
PE,2605202,2679
PE,2605301,27296
PE,2605400,3526
PE,2605459,122
PE,2605509,1036
PE,2605608,9709
PE,2605707,9746
PE,2605806,6517
PE,2605905,1507
PE,2606002,14549
PE,2606101,5541
PE,2606200,1231
PE,2606309,8181
PE,2606408,6189
PE,2606507,12895
PE,2606606,6611
PE,2606705,9142
PE,2606804,489
PE,2606903,9177
PE,2607000,4495
PE,2607109,3842
PE,2607208,1514
PE,2607307,4621
PE,2607406,916
PE,2607505,34623
PE,2607604,38
PE,2607653,2594
PE,2607703,7287
PE,2607752,42
PE,2607802,650
PE,2607901,1046
PE,2607950,1536
PE,2608008,4940
PE,2608057,1650
PE,2608107,7589
PE,2608206,913
PE,2608255,5092
PE,2608305,3735
PE,2608404,6951
PE,2608453,3980
PE,2608503,1504
PE,2608602,10401
PE,2608701,10333
PE,2608750,3583
PE,2608800,7062
PE,2608909,11016
PE,2609006,4253
PE,2609105,2369
PE,2609154,7614
PE,2609204,5521
PE,2609303,3567
PE,2609402,1661
PE,2609501,2487
PE,2609600,22
PE,2609709,6598
PE,2609808,2620
PE,2609907,17351
PE,2610004,1855
PE,2610103,10578
PE,2610202,13437
PE,2610301,4159
PE,2610400,13904
PE,2610509,7962
PE,2610608,3622
PE,2610707,340
PE,2610806,27412
PE,2610905,16886
PE,2611002,3194
PE,2611101,8023
PE,2611200,4125
PE,2611309,4181
PE,2611408,1097
PE,2611507,13039
PE,2611533,5132
PE,2611606,519
PE,2611705,6230
PE,2611804,2322
PE,2611903,1891
PE,2612000,6165
PE,2612109,2063
PE,2612208,9862
PE,2612307,6324
PE,2612406,8702
PE,2612455,4085
PE,2612471,2938
PE,2612505,3397
PE,2612554,3666
PE,2612604,6764
PE,2612703,2308
PE,2612802,2948
PE,2612901,5338
PE,2613008,30575
PE,2613107,6930
PE,2613206,8358
PE,2613305,5901
PE,2613404,2553
PE,2613503,12066
PE,2613602,13409
PE,2613701,2475
PE,2613800,3136
PE,2613909,24186
PE,2614006,17265
PE,2614105,16979
PE,2614204,843
PE,2614303,5863
PE,2614402,2037
PE,2614501,8578
PE,2614600,9226
PE,2614709,2833
PE,2614808,6502
PE,2614857,2709
PE,2615003,6288
PE,2615102,6406
PE,2615201,2039
PE,2615300,4395
PE,2615409,29
PE,2615508,1313
PE,2615607,1805
PE,2615706,3558
PE,2615805,14815
PE,2615904,2985
PE,2616001,15660
PE,2616100,2519
PE,2616183,2500
PE,2616209,6074
PE,2616308,2258
PE,2616407,5859
PE,2616506,2182
AL,2700102,7396
AL,2700201,7448
AL,2700300,10377
AL,2700409,8937
AL,2700508,411
AL,2700607,0
AL,2700706,10976
AL,2700805,2979
AL,2700904,393
AL,2701001,6536
AL,2701100,3659
AL,2701209,13704
AL,2701308,3680
AL,2701357,1813
AL,2701407,576
AL,2701506,9954
AL,2701605,16696
AL,2701704,10810
AL,2701803,3016
AL,2701902,21092
AL,2702009,3845
AL,2702108,3363
AL,2702207,125
AL,2702306,8790
AL,2702355,7321
AL,2702405,5833
AL,2702504,5754
AL,2702553,8187
AL,2702603,7095
AL,2702702,604
AL,2702801,13858
AL,2702900,21160
AL,2703007,10259
AL,2703106,12508
AL,2703205,18473
AL,2703304,11819
AL,2703403,8759
AL,2703502,13844
AL,2703601,1163
AL,2703700,184
AL,2703759,315
AL,2703809,6631
AL,2703908,2734
AL,2704005,6575
AL,2704104,3123
AL,2704203,8407
AL,2704302,3263
AL,2704401,22230
AL,2704500,6190
AL,2704609,6031
AL,2704708,1060
AL,2704807,8894
AL,2704906,8392
AL,2705002,13970
AL,2705101,4407
AL,2705200,2548
AL,2705309,9458
AL,2705408,3846
AL,2705507,18874
AL,2705606,3572
AL,2705705,7547
AL,2705804,4107
AL,2705903,8194
AL,2706000,7847
AL,2706109,4471
AL,2706208,69
AL,2706307,16327
AL,2706406,15036
AL,2706422,2350
AL,2706448,230
AL,2706505,6773
AL,2706604,9396
AL,2706703,10825
AL,2706802,1585
AL,2706901,5320
AL,2707008,7648
AL,2707107,6951
AL,2707206,7873
AL,2707305,10107
AL,2707404,5574
AL,2707503,10442
AL,2707602,17038
AL,2707701,2782
AL,2707800,0
AL,2707909,347
AL,2708006,11330
AL,2708105,16331
AL,2708204,5179
AL,2708303,5971
AL,2708402,13562
AL,2708501,6077
AL,2708600,2642
AL,2708709,1560
AL,2708808,12456
AL,2708907,919
AL,2708956,9455
AL,2709004,6217
AL,2709103,6423
AL,2709152,3775
AL,2709202,23360
AL,2709301,12833
AL,2709400,23307
SE,2800100,2063
SE,2800209,17251
SE,2800308,577
SE,2800407,12209
SE,2800506,2533
SE,2800605,252
SE,2800670,13674
SE,2800704,3529
SE,2801009,11471
SE,2801108,8657
SE,2801207,18372
SE,2801306,16207
SE,2801405,28650
SE,2801504,3616
SE,2801603,4498
SE,2801702,9862
SE,2801900,7720
SE,2802007,7123
SE,2802106,22375
SE,2802205,436
SE,2802304,17986
SE,2802403,25947
SE,2802502,1620
SE,2802601,8835
SE,2802700,2227
SE,2802809,8409
SE,2802908,17237
SE,2803005,28538
SE,2803104,568
SE,2803203,20714
SE,2803302,5861
SE,2803401,9673
SE,2803500,51312
SE,2803609,3014
SE,2803708,6578
SE,2803807,2488
SE,2803906,4373
SE,2804003,3094
SE,2804102,9535
SE,2804201,1082
SE,2804300,4765
SE,2804409,6304
SE,2804458,20447
SE,2804508,38906
SE,2804607,27328
SE,2804706,326
SE,2804805,4521
SE,2804904,8459
SE,2805000,4476
SE,2805109,3351
SE,2805208,5015
SE,2805307,2684
SE,2805406,42523
SE,2805505,13848
SE,2805604,34746
SE,2805703,6157
SE,2805802,26832
SE,2805901,1809
SE,2806008,18767
SE,2806107,3206
SE,2806206,11350
SE,2806305,9886
SE,2806404,444
SE,2806503,6240
SE,2806602,5306
SE,2806701,10038
SE,2806800,5082
SE,2806909,7165
SE,2807006,7591
SE,2807105,22375
SE,2807204,8714
SE,2807303,3680
SE,2807402,38744
SE,2807501,14438
SE,2807600,4300
BA,2900108,4388
BA,2900207,6067
BA,2900306,11345
BA,2900355,15344
BA,2900405,7418
BA,2900504,7023
BA,2900603,8499
BA,2900702,8032
BA,2900801,26692
BA,2900900,8711
BA,2901007,21086
BA,2901106,5474
BA,2901155,9409
BA,2901205,19224
BA,2901304,14067
BA,2901353,15992
BA,2901403,58026
BA,2901502,5579
BA,2901601,17434
BA,2901700,10017
BA,2901809,5422
BA,2901908,25205
BA,2901957,2476
BA,2902005,28199
BA,2902054,5298
BA,2902104,18004
BA,2902203,5924
BA,2902252,708
BA,2902302,4303
BA,2902401,22701
BA,2902500,37097
BA,2902609,28818
BA,2902658,8507
BA,2902708,17448
BA,2902807,13798
BA,2902906,23349
BA,2903003,11049
BA,2903102,5625
BA,2903201,44407
BA,2903235,5517
BA,2903276,3832
BA,2903300,5331
BA,2903409,34213
BA,2903508,7925
BA,2903607,9446
BA,2903706,13698
BA,2903805,43753
BA,2903904,40363
BA,2903953,5699
BA,2904001,8386
BA,2904050,6502
BA,2904100,19314
BA,2904209,15910
BA,2904308,7202
BA,2904407,48737
BA,2904506,10058
BA,2904605,36557
BA,2904704,3382
BA,2904753,19490
BA,2904803,27800
BA,2904852,4982
BA,2904902,10692
BA,2905008,12776
BA,2905107,13658
BA,2905156,11025
BA,2905206,24875
BA,2905305,5627
BA,2905404,44
BA,2905503,10609
BA,2905602,10714
BA,2905701,4197
BA,2905800,1589
BA,2905909,16780
BA,2906006,30622
BA,2906105,15623
BA,2906204,7633
BA,2906303,41333
BA,2906402,756
BA,2906501,3950
BA,2906600,17402
BA,2906709,10483
BA,2906808,16680
BA,2906824,8340
BA,2906857,19856
BA,2906873,9271
BA,2906899,13737
BA,2906907,33775
BA,2907004,3440
BA,2907103,45658
BA,2907202,23022
BA,2907301,17516
BA,2907400,7988
BA,2907509,10163
BA,2907558,16931
BA,2907608,2684
BA,2907707,5450
BA,2907806,31501
BA,2907905,3968
BA,2908002,9375
BA,2908101,36295
BA,2908200,5240
BA,2908309,11744
BA,2908408,15844
BA,2908507,5082
BA,2908606,16941
BA,2908705,14527
BA,2908804,4795
BA,2908903,11468
BA,2909000,7532
BA,2909109,46192
BA,2909208,25329
BA,2909307,73317
BA,2909406,80411
BA,2909505,2677
BA,2909604,27441
BA,2909703,20776
BA,2909802,3934
BA,2909901,12695
BA,2910008,16138
BA,2910057,738
BA,2910107,10990
BA,2910206,7419
BA,2910305,8531
BA,2910404,23232
BA,2910503,16258
BA,2910602,20386
BA,2910701,36375
BA,2910727,40815
BA,2910750,13380
BA,2910776,23369
BA,2910800,27393
BA,2910859,14458
BA,2910909,16370
BA,2911006,19010
BA,2911105,43276
BA,2911204,2052
BA,2911253,9642
BA,2911303,5848
BA,2911402,3313
BA,2911501,22062
BA,2911600,2220
BA,2911659,14550
BA,2911709,41440
BA,2911808,109877
BA,2911857,17298
BA,2911907,33078
BA,2912004,11241
BA,2912103,12181
BA,2912202,4048
BA,2912301,64760
BA,2912400,12115
BA,2912509,18236
BA,2912608,11473
BA,2912707,2385
BA,2912806,36399
BA,2912905,6589
BA,2913002,19667
BA,2913101,8688
BA,2913200,15685
BA,2913309,3182
BA,2913408,15326
BA,2913457,299
BA,2913507,45857
BA,2913606,14911
BA,2913705,16938
BA,2913804,13407
BA,2913903,11389
BA,2914000,73587
BA,2914109,6603
BA,2914208,6988
BA,2914307,23237
BA,2914406,6782
BA,2914505,4883
BA,2914604,5026
BA,2914653,27730
BA,2914703,44214
BA,2914802,18736
BA,2914901,2995
BA,2915007,19054
BA,2915106,6020
BA,2915205,61103
BA,2915304,44978
BA,2915353,13380
BA,2915403,50581
BA,2915502,4806
BA,2915601,151977
BA,2915700,2749
BA,2915809,106373
BA,2915908,6171
BA,2916005,120487
BA,2916104,116
BA,2916203,32241
BA,2916302,46772
BA,2916401,84757
BA,2916500,25094
BA,2916609,24769
BA,2916708,4900
BA,2916807,126776
BA,2916856,5404
BA,2916906,7000
BA,2917003,31867
BA,2917102,18580
BA,2917201,10887
BA,2917300,80
BA,2917334,49921
BA,2917359,71037
BA,2917409,20006
BA,2917508,21958
BA,2917607,18146
BA,2917706,10359
BA,2917805,6659
BA,2917904,10241
BA,2918001,33024
BA,2918100,39242
BA,2918209,4196
BA,2918308,6310
BA,2918357,6715
BA,2918407,14113
BA,2918456,61194
BA,2918506,3792
BA,2918555,18847
BA,2918605,6792
BA,2918704,7756
BA,2918753,14379
BA,2918803,14957
BA,2918902,28927
BA,2919009,10259
BA,2919058,7125
BA,2919108,4446
BA,2919157,9146
BA,2919207,143
BA,2919306,1720
BA,2919405,10692
BA,2919504,27608
BA,2919553,33479
BA,2919603,10708
BA,2919702,58266
BA,2919801,36011
BA,2919900,3570
BA,2919959,7051
BA,2920007,40245
BA,2920106,25136
BA,2920205,44474
BA,2920304,11231
BA,2920403,24885
BA,2920452,15072
BA,2920502,31645
BA,2920601,9413
BA,2920700,2697
BA,2920809,26044
BA,2920908,25561
BA,2921005,8553
BA,2921054,13932
BA,2921104,103683
BA,2921203,24454
BA,2921302,2794
BA,2921401,13021
BA,2921450,16554
BA,2921500,29276
BA,2921609,16330
BA,2921708,25528
BA,2921807,10789
BA,2921906,9228
BA,2922003,28391
BA,2922052,4615
BA,2922102,53562
BA,2922201,7885
BA,2922250,70654
BA,2922300,1564
BA,2922409,7429
BA,2922508,6560
BA,2922607,535
BA,2922656,5807
BA,2922706,51772
BA,2922730,10614
BA,2922755,2047
BA,2922805,5165
BA,2922854,10394
BA,2922904,18463
BA,2923001,17944
BA,2923035,8011
BA,2923050,7642
BA,2923100,17092
BA,2923209,30435
BA,2923308,4225
BA,2923357,11962
BA,2923407,48033
BA,2923506,1946
BA,2923605,24280
BA,2923704,33905
BA,2923803,11673
BA,2923902,25663
BA,2924009,9789
BA,2924058,22375
BA,2924108,3341
BA,2924207,27931
BA,2924306,9703
BA,2924405,27667
BA,2924504,20221
BA,2924603,8733
BA,2924652,26537
BA,2924678,1892
BA,2924702,7868
BA,2924801,20804
BA,2924900,16477
BA,2925006,20242
BA,2925105,17457
BA,2925204,3634
BA,2925253,9938
BA,2925303,44656
BA,2925402,67059
BA,2925501,79480
BA,2925600,1864
BA,2925709,18913
BA,2925758,5088
BA,2925808,38217
BA,2925907,20502
BA,2925931,6067
BA,2925956,20013
BA,2926004,22460
BA,2926103,3899
BA,2926202,62278
BA,2926301,32389
BA,2926400,48524
BA,2926509,14184
BA,2926608,35913
BA,2926657,53831
BA,2926707,6416
BA,2926806,13372
BA,2926905,10264
BA,2927002,25412
BA,2927101,844
BA,2927200,35844
BA,2927309,160
BA,2927408,67
BA,2927507,5630
BA,2927606,16246
BA,2927705,17839
BA,2927804,24401
BA,2927903,1619
BA,2928000,21573
BA,2928059,9454
BA,2928109,40690
BA,2928208,40440
BA,2928307,5190
BA,2928406,83529
BA,2928505,6878
BA,2928604,12235
BA,2928703,10206
BA,2928802,8757
BA,2928901,62959
BA,2928950,6741
BA,2929008,4816
BA,2929057,35403
BA,2929107,11255
BA,2929206,5976
BA,2929255,4236
BA,2929305,10896
BA,2929354,2037
BA,2929370,11850
BA,2929404,8542
BA,2929503,22050
BA,2929602,5240
BA,2929701,12827
BA,2929750,154
BA,2929800,7894
BA,2929909,11125
BA,2930006,24109
BA,2930105,13529
BA,2930154,60635
BA,2930204,25853
BA,2930303,52407
BA,2930402,19260
BA,2930501,11655
BA,2930600,7577
BA,2930709,655
BA,2930758,35200
BA,2930766,21563
BA,2930774,2388
BA,2930808,3719
BA,2930907,25224
BA,2931004,23351
BA,2931053,11882
BA,2931103,7080
BA,2931202,592
BA,2931301,18921
BA,2931350,79358
BA,2931400,8390
BA,2931509,9684
BA,2931608,1849
BA,2931707,11401
BA,2931806,23124
BA,2931905,31176
BA,2932002,9004
BA,2932101,14706
BA,2932200,10137
BA,2932309,2831
BA,2932408,3649
BA,2932457,5275
BA,2932507,5190
BA,2932606,20566
BA,2932705,2903
BA,2932804,7748
BA,2932903,4386
BA,2933000,6383
BA,2933059,14107
BA,2933109,5507
BA,2933158,12580
BA,2933174,8314
BA,2933208,483
BA,2933257,51103
BA,2933307,74840
BA,2933406,4018
BA,2933455,58928
BA,2933505,4137
BA,2933604,22127
MG,3100104,46206
MG,3100203,96693
MG,3100302,22203
MG,3100401,4315
MG,3100500,36221
MG,3100609,55570
MG,3100708,6407
MG,3100807,14098
MG,3100906,40015
MG,3101003,8998
MG,3101102,66023
MG,3101201,27151
MG,3101300,7273
MG,3101409,2384
MG,3101508,30813
MG,3101607,28075
MG,3101631,4324
MG,3101706,54011
MG,3101805,11547
MG,3101904,26381
MG,3102001,20847
MG,3102050,1055
MG,3102100,18770
MG,3102209,13545
MG,3102308,18496
MG,3102407,14169
MG,3102506,6593
MG,3102605,15996
MG,3102704,13740
MG,3102803,27942
MG,3102852,2484
MG,3102902,17372
MG,3103009,12066
MG,3103108,5931
MG,3103207,5574
MG,3103306,5173
MG,3103405,28975
MG,3103504,142875
MG,3103603,2544
MG,3103702,5556
MG,3103751,5308
MG,3103801,16006
MG,3103900,21746
MG,3104007,50014
MG,3104106,12879
MG,3104205,27059
MG,3104304,16414
MG,3104403,9883
MG,3104452,7157
MG,3104502,94062
MG,3104601,10220
MG,3104700,102467
MG,3104809,31157
MG,3104908,31019
MG,3105004,15734
MG,3105103,78229
MG,3105202,16466
MG,3105301,2847
MG,3105400,3956
MG,3105509,16892
MG,3105608,24602
MG,3105707,14482
MG,3105905,2956
MG,3106002,2050
MG,3106101,18134
MG,3106200,545
MG,3106309,7501
MG,3106408,12631
MG,3106507,7237
MG,3106606,30307
MG,3106655,10966
MG,3106705,6823
MG,3106804,12937
MG,3106903,8700
MG,3107000,22666
MG,3107109,26535
MG,3107208,12887
MG,3107307,61478
MG,3107406,74286
MG,3107505,6808
MG,3107604,8549
MG,3107703,8216
MG,3107802,23562
MG,3107901,12101
MG,3108008,34545
MG,3108107,10633
MG,3108206,34357
MG,3108255,11042
MG,3108305,23527
MG,3108404,16293
MG,3108503,8988
MG,3108552,57548
MG,3108602,24933
MG,3108701,4399
MG,3108800,14406
MG,3108909,24474
MG,3109006,14687
MG,3109105,26165
MG,3109204,19164
MG,3109253,4710
MG,3109303,81559
MG,3109402,61466
MG,3109451,36000
MG,3109501,18024
MG,3109600,2321
MG,3109709,22472
MG,3109808,10076
MG,3109907,4699
MG,3110004,8574
MG,3110103,4313
MG,3110202,2457
MG,3110301,40654
MG,3110400,8215
MG,3110509,17009
MG,3110608,17433
MG,3110707,10215
MG,3110806,15651
MG,3110905,10392
MG,3111002,24167
MG,3111101,319403
MG,3111150,8534
MG,3111200,39429
MG,3111309,6289
MG,3111408,47582
MG,3111507,18984
MG,3111606,27185
MG,3111705,6241
MG,3111804,41084
MG,3111903,16594
MG,3112000,38859
MG,3112059,7545
MG,3112109,2312
MG,3112208,3765
MG,3112307,16102
MG,3112406,13878
MG,3112505,4443
MG,3112604,29585
MG,3112653,14181
MG,3112703,25101
MG,3112802,19368
MG,3112901,5904
MG,3113008,19249
MG,3113107,6090
MG,3113206,13406
MG,3113305,18942
MG,3113404,36725
MG,3113503,4244
MG,3113602,15100
MG,3113701,190183
MG,3113800,4654
MG,3113909,11529
MG,3114006,24415
MG,3114105,18835
MG,3114204,30695
MG,3114303,115445
MG,3114402,43865
MG,3114501,28158
MG,3114550,177003
MG,3114600,20788
MG,3114709,4028
MG,3114808,15089
MG,3114907,8908
MG,3115003,25823
MG,3115102,43763
MG,3115201,13215
MG,3115300,24328
MG,3115359,1791
MG,3115409,2587
MG,3115458,8593
MG,3115474,7970
MG,3115508,4706
MG,3115607,10038
MG,3115706,9854
MG,3115805,14831
MG,3115904,7684
MG,3116001,13033
MG,3116100,7142
MG,3116159,19738
MG,3116209,13387
MG,3116308,5533
MG,3116407,10317
MG,3116506,19951
MG,3116605,43663
MG,3116704,5027
MG,3116803,16845
MG,3116902,65873
MG,3117009,10520
MG,3117108,19126
MG,3117207,5096
MG,3117306,31473
MG,3117405,14975
MG,3117504,31158
MG,3117603,16183
MG,3117702,14708
MG,3117801,11491
MG,3117836,7493
MG,3117876,8
MG,3117900,14870
MG,3118007,3517
MG,3118106,5478
MG,3118205,19420
MG,3118304,12991
MG,3118403,56296
MG,3118502,8959
MG,3118601,1410
MG,3118700,12716
MG,3118809,45934
MG,3118908,27471
MG,3119005,9129
MG,3119104,48099
MG,3119203,19542
MG,3119302,107849
MG,3119401,1177
MG,3119500,14595
MG,3119609,11109
MG,3119708,6437
MG,3119807,34583
MG,3119906,5760
MG,3119955,4151
MG,3120003,7719
MG,3120102,1965
MG,3120151,48822
MG,3120201,29242
MG,3120300,4791
MG,3120409,7517
MG,3120508,21587
MG,3120607,10188
MG,3120706,20218
MG,3120805,20285
MG,3120839,13053
MG,3120870,7099
MG,3120904,77196
MG,3121001,2661
MG,3121100,12864
MG,3121209,31967
MG,3121258,3637
MG,3121308,10632
MG,3121407,14459
MG,3121506,8007
MG,3121605,10080
MG,3121704,4337
MG,3121803,11932
MG,3121902,4509
MG,3122009,15902
MG,3122108,15574
MG,3122207,4320
MG,3122306,51543
MG,3122355,556
MG,3122405,16670
MG,3122454,18022
MG,3122470,27263
MG,3122504,3855
MG,3122603,13143
MG,3122702,10135
MG,3122801,5093
MG,3122900,4463
MG,3123007,2392
MG,3123106,16598
MG,3123205,71102
MG,3123304,10042
MG,3123403,8052
MG,3123502,17949
MG,3123528,5558
MG,3123601,31501
MG,3123700,11058
MG,3123809,19749
MG,3123858,3680
MG,3123908,21009
MG,3124005,9582
MG,3124104,37621
MG,3124203,8027
MG,3124302,25072
MG,3124401,16057
MG,3124500,18202
MG,3124609,9933
MG,3124708,44279
MG,3124807,52029
MG,3124906,19848
MG,3125002,2658
MG,3125101,10243
MG,3125200,3450
MG,3125309,9708
MG,3125408,4541
MG,3125507,2162
MG,3125606,17692
MG,3125705,44492
MG,3125804,9267
MG,3125903,34057
MG,3125952,13383
MG,3126000,10771
MG,3126109,60367
MG,3126208,26811
MG,3126307,12475
MG,3126406,10860
MG,3126505,8815
MG,3126604,16565
MG,3126703,65334
MG,3126752,31466
MG,3126802,25532
MG,3126901,29542
MG,3126950,6984
MG,3127008,7831
MG,3127057,16756
MG,3127073,2876
MG,3127107,121506
MG,3127206,8541
MG,3127305,35060
MG,3127339,20765
MG,3127354,6815
MG,3127370,5465
MG,3127388,8455
MG,3127404,8827
MG,3127503,9789
MG,3127602,8873
MG,3127701,114801
MG,3127800,14564
MG,3127909,9170
MG,3128006,42170
MG,3128105,39759
MG,3128204,10492
MG,3128253,5910
MG,3128303,15761
MG,3128402,18490
MG,3128501,5720
MG,3128600,63122
MG,3128709,7979
MG,3128808,9059
MG,3128907,25599
MG,3129004,22548
MG,3129103,145749
MG,3129202,9734
MG,3129301,18915
MG,3129400,15587
MG,3129509,86987
MG,3129608,16490
MG,3129657,4244
MG,3129707,18762
MG,3129806,711
MG,3129905,3272
MG,3130002,10133
MG,3130051,28548
MG,3130101,3055
MG,3130200,21524
MG,3130309,33660
MG,3130408,5200
MG,3130507,16892
MG,3130556,5915
MG,3130606,10128
MG,3130655,7515
MG,3130705,13643
MG,3130804,16331
MG,3130903,42682
MG,3131000,20574
MG,3131109,17684
MG,3131158,2245
MG,3131208,28335
MG,3131307,2050
MG,3131406,28188
MG,3131505,15596
MG,3131604,21902
MG,3131703,33307
MG,3131802,12772
MG,3131901,4241
MG,3132008,9259
MG,3132107,21966
MG,3132206,22837
MG,3132305,12717
MG,3132404,16171
MG,3132503,34420
MG,3132602,9823
MG,3132701,70876
MG,3132800,9259
MG,3132909,3243
MG,3133006,13951
MG,3133105,10165
MG,3133204,28509
MG,3133303,8677
MG,3133402,137268
MG,3133501,51617
MG,3133600,10049
MG,3133709,5994
MG,3133758,6275
MG,3133808,29032
MG,3133907,6521
MG,3134004,23435
MG,3134103,14620
MG,3134202,177976
MG,3134301,12521
MG,3134400,75261
MG,3134509,15474
MG,3134608,14427
MG,3134707,36181
MG,3134806,19834
MG,3134905,19551
MG,3135001,4195
MG,3135050,46551
MG,3135076,24375
MG,3135100,57721
MG,3135209,67083
MG,3135308,8094
MG,3135357,6673
MG,3135407,6905
MG,3135456,4359
MG,3135506,23868
MG,3135605,16132
MG,3135704,11891
MG,3135803,53863
MG,3135902,12203
MG,3136009,52978
MG,3136108,10766
MG,3136207,1597
MG,3136306,205995
MG,3136405,11991
MG,3136504,25587
MG,3136520,2849
MG,3136553,9017
MG,3136579,2153
MG,3136603,5257
MG,3136652,2075
MG,3136702,47982
MG,3136801,11215
MG,3136900,9761
MG,3136959,22629
MG,3137007,19122
MG,3137106,56467
MG,3137205,21801
MG,3137304,15772
MG,3137403,18371
MG,3137502,77091
MG,3137536,54414
MG,3137601,4753
MG,3137700,11973
MG,3137809,7393
MG,3137908,3811
MG,3138005,15334
MG,3138104,28955
MG,3138203,25800
MG,3138302,19360
MG,3138351,1525
MG,3138401,60258
MG,3138500,15767
MG,3138609,29369
MG,3138625,82949
MG,3138658,4219
MG,3138674,2419
MG,3138682,8107
MG,3138708,15336
MG,3138807,82541
MG,3138906,32970
MG,3139003,23533
MG,3139102,13869
MG,3139201,25645
MG,3139250,7891
MG,3139300,34488
MG,3139409,6067
MG,3139508,1907
MG,3139607,30812
MG,3139706,16889
MG,3139805,19254
MG,3139904,10790
MG,3140001,12965
MG,3140100,9628
MG,3140159,189
MG,3140209,5360
MG,3140308,9537
MG,3140407,3775
MG,3140506,52902
MG,3140530,1756
MG,3140555,10338
MG,3140605,14591
MG,3140704,12137
MG,3140803,5802
MG,3140852,32072
MG,3140902,10370
MG,3141009,13920
MG,3141108,11685
MG,3141207,23413
MG,3141306,41124
MG,3141405,27906
MG,3141504,18638
MG,3141603,16322
MG,3141702,12659
MG,3141801,9381
MG,3141900,5886
MG,3142007,11124
MG,3142106,26676
MG,3142205,22678
MG,3142254,7691
MG,3142304,3926
MG,3142403,17241
MG,3142502,13438
MG,3142601,12078
MG,3142700,27595
MG,3142809,139483
MG,3142908,24775
MG,3143005,20575
MG,3143104,48170
MG,3143153,6866
MG,3143203,19280
MG,3143302,80178
MG,3143401,24479
MG,3143450,6486
MG,3143500,40924
MG,3143609,21678
MG,3143708,8476
MG,3143807,8332
MG,3143906,55872
MG,3144003,68500
MG,3144102,12568
MG,3144201,9731
MG,3144300,97185
MG,3144359,6655
MG,3144375,16693
MG,3144409,13418
MG,3144508,18050
MG,3144607,21384
MG,3144656,7216
MG,3144672,5033
MG,3144706,9231
MG,3144805,1178
MG,3144904,24990
MG,3145000,30584
MG,3145059,2032
MG,3145109,9882
MG,3145208,13815
MG,3145307,22463
MG,3145356,26666
MG,3145372,1775
MG,3145406,7838
MG,3145455,11437
MG,3145505,2722
MG,3145604,37948
MG,3145703,5564
MG,3145802,11749
MG,3145851,3694
MG,3145877,2708
MG,3145901,3498
MG,3146008,29677
MG,3146107,7999
MG,3146206,7740
MG,3146255,1518
MG,3146305,6415
MG,3146404,35215
MG,3146503,31234
MG,3146552,20339
MG,3146602,4147
MG,3146701,23028
MG,3146750,21325
MG,3146909,23913
MG,3147006,204361
MG,3147105,36458
MG,3147204,16978
MG,3147303,29223
MG,3147402,29085
MG,3147501,4029
MG,3147600,13558
MG,3147709,20127
MG,3147808,9287
MG,3147907,107279
MG,3147956,8493
MG,3148004,201831
MG,3148103,102269
MG,3148202,9136
