sigla_uf,id_municipio,quantidade_bovinos_total
MG,3148301,9026
MG,3148400,9358
MG,3148509,33677
MG,3148608,30710
MG,3148707,31860
MG,3148756,2819
MG,3148806,9590
MG,3148905,22755
MG,3149002,2262
MG,3149101,12590
MG,3149150,42980
MG,3149200,14089
MG,3149309,11941
MG,3149408,4720
MG,3149507,6583
MG,3149606,15693
MG,3149705,14056
MG,3149804,79892
MG,3149903,17819
MG,3149952,7942
MG,3150000,16553
MG,3150109,8527
MG,3150158,2129
MG,3150208,7387
MG,3150307,10087
MG,3150406,11153
MG,3150505,22292
MG,3150539,1750
MG,3150570,21393
MG,3150604,18438
MG,3150703,3694
MG,3150802,17631
MG,3150901,9059
MG,3151008,12059
MG,3151107,12426
MG,3151206,5932
MG,3151305,5993
MG,3151404,28400
MG,3151503,43330
MG,3151602,7168
MG,3151701,27968
MG,3151800,14716
MG,3151909,33429
MG,3152006,97958
MG,3152105,20585
MG,3152131,15030
MG,3152170,11894
MG,3152204,44044
MG,3152303,8711
MG,3152402,20166
MG,3152501,31867
MG,3152600,19636
MG,3152709,9589
MG,3152808,288989
MG,3152907,16940
MG,3153004,21096
MG,3153103,7783
MG,3153202,18182
MG,3153301,1442
MG,3153400,110786
MG,3153509,2137
MG,3153608,6612
MG,3153707,28844
MG,3153806,8488
MG,3153905,106
MG,3154002,45678
MG,3154101,13341
MG,3154150,2686
MG,3154200,21516
MG,3154309,42053
MG,3154408,6889
MG,3154457,54746
MG,3154507,10505
MG,3154606,2264
MG,3154705,2945
MG,3154804,896
MG,3154903,26980
MG,3155009,6953
MG,3155108,13503
MG,3155207,10101
MG,3155306,9414
MG,3155405,13662
MG,3155504,58345
MG,3155603,12606
MG,3155702,10934
MG,3155801,14017
MG,3155900,11281
MG,3156007,33747
MG,3156106,12544
MG,3156205,4167
MG,3156304,4059
MG,3156403,6561
MG,3156452,4351
MG,3156502,13757
MG,3156601,34340
MG,3156700,2061
MG,3156809,34693
MG,3156908,113118
MG,3157005,32927
MG,3157104,55612
MG,3157203,4203
MG,3157252,1625
MG,3157278,13848
MG,3157302,12768
MG,3157336,1
MG,3157377,8631
MG,3157401,15256
MG,3157500,5933
MG,3157609,31227
MG,3157658,16159
MG,3157708,23773
MG,3157807,4457
MG,3157906,5048
MG,3158003,17259
MG,3158102,11425
MG,3158201,28431
MG,3158300,4365
MG,3158409,11205
MG,3158508,24954
MG,3158607,5588
MG,3158706,5349
MG,3158805,8661
MG,3158904,12136
MG,3158953,5215
MG,3159001,4159
MG,3159100,6259
MG,3159209,36398
MG,3159308,22762
MG,3159357,1819
MG,3159407,13231
MG,3159506,13391
MG,3159605,24057
MG,3159704,10741
MG,3159803,210939
MG,3159902,13292
MG,3160009,13088
MG,3160108,8041
MG,3160207,7588
MG,3160306,25884
MG,3160405,83230
MG,3160454,3474
MG,3160504,5093
MG,3160603,21202
MG,3160702,22920
MG,3160801,1596
MG,3160900,3303
MG,3160959,409
MG,3161007,26175
MG,3161056,9905
MG,3161106,79529
MG,3161205,14020
MG,3161304,68171
MG,3161403,10068
MG,3161502,8865
MG,3161601,11712
MG,3161650,13831
MG,3161700,35109
MG,3161809,17391
MG,3161908,11749
MG,3162005,27782
MG,3162104,50130
MG,3162203,26865
MG,3162252,17022
MG,3162302,7139
MG,3162401,64992
MG,3162450,10460
MG,3162500,34403
MG,3162559,1899
MG,3162575,7123
MG,3162609,11483
MG,3162658,14092
MG,3162708,12076
MG,3162807,21921
MG,3162906,26406
MG,3162922,1095
MG,3162948,11272
MG,3162955,1019
MG,3163003,8354
MG,3163102,17478
MG,3163201,6679
MG,3163300,19623
MG,3163409,13520
MG,3163508,16643
MG,3163607,2855
MG,3163706,2964
MG,3163805,6987
MG,3163904,13663
MG,3164001,20512
MG,3164100,13416
MG,3164209,27035
MG,3164308,60341
MG,3164407,12047
MG,3164431,5536
MG,3164472,1696
MG,3164506,20687
MG,3164605,27510
MG,3164704,33626
MG,3164803,5617
MG,3164902,6435
MG,3165008,29244
MG,3165107,8726
MG,3165206,12246
MG,3165305,13942
MG,3165404,6215
MG,3165503,4591
MG,3165537,791
MG,3165552,6081
MG,3165560,11837
MG,3165578,4150
MG,3165602,5112
MG,3165701,4986
MG,3165800,6283
MG,3165909,8336
MG,3166006,5358
MG,3166105,14491
MG,3166204,14059
MG,3166303,4474
MG,3166402,5873
MG,3166501,8836
MG,3166600,20820
MG,3166709,11484
MG,3166808,52005
MG,3166907,10407
MG,3166956,10081
MG,3167004,9605
MG,3167103,29292
MG,3167202,18256
MG,3167301,9211
MG,3167400,27264
MG,3167509,5933
MG,3167608,9323
MG,3167707,17476
MG,3167806,14112
MG,3167905,9394
MG,3168002,11884
MG,3168051,11687
MG,3168101,38586
MG,3168200,17893
MG,3168309,8226
MG,3168408,39058
MG,3168507,7334
MG,3168606,117815
MG,3168705,1177
MG,3168804,2560
MG,3168903,71712
MG,3169000,10717
MG,3169059,9092
MG,3169109,6690
MG,3169208,19410
MG,3169307,38667
MG,3169356,27616
MG,3169406,15691
MG,3169505,24704
MG,3169604,97379
MG,3169703,3804
MG,3169802,14364
MG,3169901,15964
MG,3170008,20912
MG,3170057,5405
MG,3170107,172003
MG,3170206,174900
MG,3170305,20195
MG,3170404,223544
MG,3170438,95284
MG,3170479,17491
MG,3170503,4917
MG,3170529,40784
MG,3170578,6188
MG,3170602,13278
MG,3170651,2806
MG,3170701,15425
MG,3170750,26858
MG,3170800,58934
MG,3170909,14554
MG,3171006,932
MG,3171030,39732
MG,3171071,3484
MG,3171105,45869
MG,3171154,4284
MG,3171204,848
MG,3171303,10202
MG,3171402,9475
MG,3171501,11910
MG,3171600,11217
MG,3171709,22923
MG,3171808,16154
MG,3171907,16179
MG,3172004,13574
MG,3172103,14082
MG,3172202,5972
ES,3200102,25563
ES,3200136,14435
ES,3200169,21359
ES,3200201,60791
ES,3200300,12823
ES,3200359,8834
ES,3200409,21805
ES,3200508,12880
ES,3200607,29864
ES,3200706,15954
ES,3200805,31954
ES,3200904,50668
ES,3201001,13495
ES,3201100,6347
ES,3201159,1307
ES,3201209,48679
ES,3201308,5526
ES,3201407,29949
ES,3201506,39733
ES,3201605,10268
ES,3201704,8899
ES,3201803,6953
ES,3201902,12380
ES,3202009,5992
ES,3202108,160649
ES,3202207,9331
ES,3202256,5206
ES,3202306,25480
ES,3202405,11381
ES,3202454,3356
ES,3202504,4486
ES,3202553,9886
ES,3202603,11705
ES,3202652,2426
ES,3202702,11667
ES,3202801,33472
ES,3202900,5302
ES,3203007,8787
ES,3203056,12934
ES,3203106,14582
ES,3203130,10353
ES,3203163,14902
ES,3203205,119351
ES,3203304,12091
ES,3203320,1402
ES,3203346,820
ES,3203353,4165
ES,3203403,55743
ES,3203502,74692
ES,3203601,57497
ES,3203700,28902
ES,3203809,21505
ES,3203908,43989
ES,3204005,22287
ES,3204054,17340
ES,3204104,54039
ES,3204203,5389
ES,3204252,23239
ES,3204302,35596
ES,3204351,5630
ES,3204401,13461
ES,3204500,13057
ES,3204559,6104
ES,3204609,6832
ES,3204658,6736
ES,3204708,10899
ES,3204807,23567
ES,3204906,50893
ES,3204955,7855
ES,3205002,15546
ES,3205010,5314
ES,3205036,7645
ES,3205069,2361
ES,3205101,15613
ES,3205150,15279
ES,3205176,3596
ES,3205200,9374
ES,3205309,202
RJ,3300100,4716
RJ,3300159,7542
RJ,3300209,33168
RJ,3300225,2898
RJ,3300233,235
RJ,3300258,4
RJ,3300308,33571
RJ,3300407,32578
RJ,3300456,216
RJ,3300506,12378
RJ,3300605,53145
RJ,3300704,16629
RJ,3300803,29478
RJ,3300902,48745
RJ,3300936,15793
RJ,3300951,4694
RJ,3301009,212605
RJ,3301108,56185
RJ,3301157,37389
RJ,3301207,24835
RJ,3301306,21391
RJ,3301405,22239
RJ,3301504,8991
RJ,3301603,17992
RJ,3301702,4436
RJ,3301801,713
RJ,3301850,22478
RJ,3301876,1376
RJ,3301900,15124
RJ,3302007,7899
RJ,3302056,20175
RJ,3302106,39177
RJ,3302205,102824
RJ,3302254,3553
RJ,3302270,1776
RJ,3302304,16980
RJ,3302403,74443
RJ,3302452,5710
RJ,3302502,7485
RJ,3302601,4931
RJ,3302700,5583
RJ,3302809,939
RJ,3302858,0
RJ,3302908,9364
RJ,3303005,25192
RJ,3303104,35745
RJ,3303302,76
RJ,3303401,4821
RJ,3303500,4284
RJ,3303609,4217
RJ,3303708,22353
RJ,3303807,4136
RJ,3303856,17506
RJ,3303906,5538
RJ,3303955,4462
RJ,3304003,21268
RJ,3304102,22595
RJ,3304110,4817
RJ,3304128,23024
RJ,3304144,993
RJ,3304151,19214
RJ,3304201,43056
RJ,3304300,22750
RJ,3304409,38182
RJ,3304508,23539
RJ,3304524,11903
RJ,3304557,4080
RJ,3304607,44829
RJ,3304706,46331
RJ,3304755,50549
RJ,3304805,67676
RJ,3304904,2823
RJ,3305000,8868
RJ,3305109,0
RJ,3305133,26661
RJ,3305158,2397
RJ,3305208,13010
RJ,3305307,32309
RJ,3305406,27460
RJ,3305505,7438
RJ,3305554,9445
RJ,3305604,53675
RJ,3305703,18379
RJ,3305752,6746
RJ,3305802,5473
RJ,3305901,24247
RJ,3306008,13298
RJ,3306107,69476
RJ,3306156,9591
RJ,3306206,30872
RJ,3306305,4599
SP,3500105,30562
SP,3500204,5677
SP,3500303,3581
SP,3500402,5563
SP,3500501,2374
SP,3500550,9935
SP,3500709,30484
SP,3500758,7423
SP,3500808,12280
SP,3500907,22411
SP,3501004,9348
SP,3501103,17739
SP,3501152,298
SP,3501202,26690
SP,3501301,34644
SP,3501400,13452
SP,3501509,4804
SP,3501608,398
SP,3501707,23
SP,3501806,14660
SP,3501905,15422
SP,3502002,7628
SP,3502101,42260
SP,3502200,34218
SP,3502309,22801
SP,3502408,22480
SP,3502507,75
SP,3502606,18271
SP,3502705,3977
SP,3502754,336
SP,3502804,59151
SP,3502903,9219
SP,3503000,1953
SP,3503109,9224
SP,3503158,4617
SP,3503208,6609
SP,3503307,6092
SP,3503356,19090
SP,3503406,32510
SP,3503505,9466
SP,3503604,381
SP,3503703,422
SP,3503802,4523
SP,3503901,242
SP,3503950,9202
SP,3504008,14603
SP,3504107,5349
SP,3504206,37657
SP,3504305,29338
SP,3504404,6692
SP,3504503,41417
SP,3504602,6054
SP,3504701,3220
SP,3504800,5334
SP,3504909,16084
SP,3505005,8322
SP,3505104,6495
SP,3505203,19127
SP,3505302,268
SP,3505351,2308
SP,3505401,8553
SP,3505500,49048
SP,3505609,19
SP,3505807,16664
SP,3505906,8866
SP,3506003,31063
SP,3506102,6191
SP,3506201,48
SP,3506300,9264
SP,3506359,0
SP,3506409,11811
SP,3506508,35451
SP,3506607,116
SP,3506706,3871
SP,3506805,9800
SP,3506904,23666
SP,3507001,5532
SP,3507100,1038
SP,3507159,1016
SP,3507209,8034
SP,3507308,1753
SP,3507407,13923
SP,3507456,2643
SP,3507506,22538
SP,3507605,18054
SP,3507704,6742
SP,3507753,4816
SP,3507803,8439
SP,3507902,24702
SP,3508009,16110
SP,3508108,30139
SP,3508207,12663
SP,3508306,7858
SP,3508405,5994
SP,3508504,11229
SP,3508603,16345
SP,3508702,22519
SP,3508801,36801
SP,3508900,13073
SP,3509007,0
SP,3509106,57046
SP,3509205,39
SP,3509254,5499
SP,3509304,3260
SP,3509403,18809
SP,3509452,106
SP,3509502,20475
SP,3509601,82
SP,3509700,349
SP,3509809,15148
SP,3509908,621
SP,3509957,2138
SP,3510005,2652
SP,3510104,446
SP,3510153,239
SP,3510203,21636
SP,3510302,6679
SP,3510401,3246
SP,3510500,11058
SP,3510708,28137
SP,3510807,7826
SP,3510906,8613
SP,3511003,54493
SP,3511102,1379
SP,3511201,448
SP,3511300,11292
SP,3511409,20432
SP,3511508,5492
SP,3511607,4121
SP,3511706,3276
SP,3511904,7465
SP,3512001,6621
SP,3512100,9566
SP,3512209,1216
SP,3512308,34110
SP,3512407,603
SP,3512506,11093
SP,3512605,12165
SP,3512704,14671
SP,3512803,2055
SP,3512902,18561
SP,3513009,326
SP,3513108,2658
SP,3513207,15134
SP,3513306,60
SP,3513405,9987
SP,3513504,3
SP,3513603,75347
SP,3513702,20617
SP,3513801,32
SP,3513850,6440
SP,3513900,15665
SP,3514007,651
SP,3514106,10465
SP,3514205,3581
SP,3514304,6633
SP,3514403,31771
SP,3514502,14242
SP,3514601,43
SP,3514700,29806
SP,3514809,8744
SP,3514908,3620
SP,3514924,977
SP,3514957,743
SP,3515004,53
SP,3515103,303
SP,3515129,20745
SP,3515152,3971
SP,3515186,13910
SP,3515194,9959
SP,3515202,33383
SP,3515301,11484
SP,3515350,65849
SP,3515400,27061
SP,3515509,34829
SP,3515608,2164
SP,3515657,5518
SP,3515707,37
SP,3515806,16129
SP,3515905,14662
SP,3516002,38857
SP,3516101,259
SP,3516200,17854
SP,3516309,96
SP,3516408,225
SP,3516507,9989
SP,3516606,17781
SP,3516705,33839
SP,3516804,13484
SP,3516853,921
SP,3516903,35803
SP,3517000,32390
SP,3517109,8654
SP,3517208,9995
SP,3517307,13499
SP,3517406,13049
SP,3517505,11257
SP,3517604,5302
SP,3517703,5006
SP,3517802,33578
SP,3517901,14383
SP,3518008,6216
SP,3518107,33322
SP,3518206,44198
SP,3518305,4654
SP,3518404,28491
SP,3518503,34876
SP,3518602,658
SP,3518701,9
SP,3518800,44
SP,3518859,2094
SP,3518909,22618
SP,3519006,25301
SP,3519055,1183
SP,3519071,17
SP,3519105,14484
SP,3519204,20002
SP,3519253,8044
SP,3519303,3163
SP,3519402,9738
SP,3519501,105
SP,3519600,11579
SP,3519709,828
SP,3519808,7101
SP,3519907,15628
SP,3520004,120
SP,3520103,8913
SP,3520202,5905
SP,3520301,3702
SP,3520400,0
SP,3520426,3
SP,3520442,21038
SP,3520509,7703
SP,3520608,15154
SP,3520707,21330
SP,3520806,10828
SP,3520905,3387
SP,3521002,2226
SP,3521101,7652
SP,3521150,6114
SP,3521200,2070
SP,3521309,99
SP,3521408,71
SP,3521507,7002
SP,3521606,20032
SP,3521705,27609
SP,3521804,25856
SP,3521903,9372
SP,3522000,9780
SP,3522109,96
SP,3522158,6312
SP,3522208,110
SP,3522307,42244
SP,3522406,30861
SP,3522505,0
SP,3522604,26600
SP,3522653,4006
SP,3522703,16318
SP,3522802,30176
SP,3522901,1075
SP,3523008,10304
SP,3523107,79
SP,3523206,24605
SP,3523305,57
SP,3523404,13492
SP,3523503,14245
SP,3523602,15507
SP,3523701,8791
SP,3523800,6549
SP,3523909,22244
SP,3524006,6058
SP,3524105,15201
SP,3524204,2025
SP,3524303,7390
SP,3524402,14694
SP,3524501,5179
SP,3524600,5770
SP,3524709,2336
SP,3524808,33900
SP,3524907,7933
SP,3525102,3076
SP,3525201,2101
SP,3525300,6867
SP,3525409,1309
SP,3525508,8966
SP,3525607,23851
SP,3525706,38601
SP,3525805,11831
SP,3525854,5212
SP,3525904,2808
SP,3526001,29797
SP,3526100,5487
SP,3526209,93
SP,3526308,11395
SP,3526407,20753
SP,3526506,35729
SP,3526605,4120
SP,3526704,1697
SP,3526803,3517
SP,3526902,6613
SP,3527009,1824
SP,3527108,12697
SP,3527207,20841
SP,3527256,7010
SP,3527306,203
SP,3527405,25517
SP,3527504,9285
SP,3527603,2674
SP,3527702,10449
SP,3527801,10774
SP,3527900,30818
SP,3528007,812
SP,3528106,18910
SP,3528205,21780
SP,3528304,13083
SP,3528403,1531
SP,3528502,44
SP,3528601,4610
SP,3528700,68343
SP,3528809,200
SP,3528858,1396
SP,3528908,25467
SP,3529005,97975
SP,3529104,9977
SP,3529203,62379
SP,3529302,2257
SP,3529401,0
SP,3529500,8576
SP,3529609,12685
SP,3529658,5987
SP,3529708,7765
SP,3529807,3362
SP,3529906,2975
SP,3530003,15461
SP,3530102,59558
SP,3530201,101009
SP,3530300,14457
SP,3530409,7425
SP,3530508,33979
SP,3530607,2632
SP,3530706,11219
SP,3530805,9244
SP,3530904,1448
SP,3531001,5863
SP,3531100,33
SP,3531209,1667
SP,3531308,10643
SP,3531407,33975
SP,3531506,3015
SP,3531605,12634
SP,3531704,7070
SP,3531803,6817
SP,3531902,10781
SP,3532009,3843
SP,3532058,1034
SP,3532108,21524
SP,3532157,8935
SP,3532207,8823
SP,3532306,18716
SP,3532405,2280
SP,3532504,10785
SP,3532603,29089
SP,3532702,6062
SP,3532801,8527
SP,3532827,2364
SP,3532843,15146
SP,3532868,9426
SP,3532900,524
SP,3533007,32334
SP,3533106,2469
SP,3533205,10365
SP,3533254,669
SP,3533304,6212
SP,3533403,535
SP,3533502,19280
SP,3533601,3877
SP,3533700,20543
SP,3533809,6795
SP,3533908,14671
SP,3534005,5367
SP,3534104,15229
SP,3534203,3261
SP,3534302,3742
SP,3534401,0
SP,3534500,21191
SP,3534609,22902
SP,3534708,3754
SP,3534757,15178
SP,3534807,15346
SP,3534906,31996
SP,3535002,31423
SP,3535101,95
SP,3535200,35291
SP,3535309,3492
SP,3535408,17419
SP,3535507,27097
SP,3535606,18347
SP,3535705,402
SP,3535804,30806
SP,3535903,7981
SP,3536000,26422
SP,3536109,14483
SP,3536208,3765
SP,3536257,8961
SP,3536307,16916
SP,3536406,14809
SP,3536505,278
SP,3536570,10058
SP,3536604,23474
SP,3536703,13477
SP,3536802,6510
SP,3536901,20183
SP,3537008,23997
SP,3537107,4386
SP,3537156,90
SP,3537206,831
SP,3537305,16859
SP,3537404,37635
SP,3537503,15268
SP,3537602,255
SP,3537701,18049
SP,3537800,6098
SP,3537909,7205
SP,3538006,35413
SP,3538105,1960
SP,3538204,7618
SP,3538303,50755
SP,3538501,5209
SP,3538600,9995
SP,3538709,44584
SP,3538808,20036
SP,3538907,46426
SP,3539004,2132
SP,3539103,104
SP,3539202,20192
SP,3539301,7249
SP,3539400,19192
SP,3539509,4434
SP,3539608,9029
SP,3539707,7736
SP,3539806,0
SP,3539905,7898
SP,3540002,61180
SP,3540101,9103
SP,3540200,149
SP,3540259,15286
SP,3540309,4348
SP,3540408,16050
SP,3540507,15251
SP,3540606,16861
SP,3540705,1945
SP,3540754,3978
SP,3540804,24112
SP,3540853,7425
SP,3540903,761
SP,3541059,3289
SP,3541109,26642
SP,3541208,90679
SP,3541307,73241
SP,3541406,31516
SP,3541505,66499
SP,3541604,43953
SP,3541653,6454
SP,3541703,28634
SP,3541802,8076
SP,3541901,4719
SP,3542008,23692
SP,3542107,2754
SP,3542206,100257
SP,3542305,11982
SP,3542404,21026
SP,3542503,18730
SP,3542602,6497
SP,3542701,4144
SP,3542800,4244
SP,3542909,10381
SP,3543006,8416
SP,3543105,2425
SP,3543204,3522
SP,3543238,16566
SP,3543253,4504
SP,3543303,9
SP,3543402,1961
SP,3543501,35209
SP,3543600,5312
SP,3543709,2238
SP,3543808,34078
SP,3543907,15227
SP,3544004,1427
SP,3544103,161
SP,3544202,21706
SP,3544251,49556
SP,3544301,4229
SP,3544400,14996
SP,3544509,18297
SP,3544608,11629
SP,3544707,11254
SP,3544806,11757
SP,3544905,9275
SP,3545001,3104
SP,3545100,12035
SP,3545159,5469
SP,3545209,2079
SP,3545308,4949
SP,3545407,5393
SP,3545506,17872
SP,3545605,2066
SP,3545704,23573
SP,3545803,1338
SP,3546009,8045
SP,3546108,18522
SP,3546207,6072
SP,3546256,1035
SP,3546306,1452
SP,3546405,34803
SP,3546504,245
SP,3546603,21636
SP,3546702,312
SP,3546801,5056
SP,3546900,466
SP,3547007,8863
SP,3547106,10178
SP,3547205,14277
SP,3547304,512
SP,3547403,19125
SP,3547502,20573
SP,3547601,4734
SP,3547650,8307
SP,3547700,68969
SP,3547809,0
SP,3547908,14970
SP,3548005,1796
SP,3548054,81399
SP,3548104,3875
SP,3548203,2384
SP,3548302,11144
SP,3548401,6313
SP,3548500,1
SP,3548609,10485
SP,3548708,0
SP,3548807,0
SP,3548906,22781
SP,3549003,8213
SP,3549102,25293
SP,3549201,5770
SP,3549250,11788
SP,3549300,4904
SP,3549409,4080
SP,3549508,3911
SP,3549607,12527
SP,3549706,32591
SP,3549805,16940
SP,3549904,32681
SP,3549953,185
SP,3550001,26148
SP,3550100,5091
SP,3550209,17024
SP,3550308,859
SP,3550407,25514
SP,3550506,33933
SP,3550605,372
SP,3550704,41
SP,3550803,11647
SP,3550902,8866
SP,3551009,0
SP,3551108,15143
SP,3551207,4526
SP,3551306,8365
SP,3551405,1219
SP,3551504,564
SP,3551603,6749
SP,3551702,2540
SP,3551801,5492
SP,3551900,1702
SP,3552007,15749
SP,3552106,34204
SP,3552205,3851
SP,3552304,32486
SP,3552403,1481
SP,3552502,322
SP,3552551,22379
SP,3552601,4990
SP,3552700,3315
SP,3552809,2
SP,3552908,23211
SP,3553005,11361
SP,3553104,2035
SP,3553203,716
SP,3553302,7516
SP,3553401,33952
SP,3553500,1019
SP,3553609,11642
SP,3553658,130
SP,3553708,5186
SP,3553807,13507
SP,3553856,3151
SP,3553906,14967
SP,3553955,487
SP,3554003,11488
SP,3554102,25075
SP,3554201,11319
SP,3554300,64060
SP,3554409,1489
SP,3554508,27340
SP,3554607,6785
SP,3554656,7932
SP,3554706,15158
SP,3554755,23
SP,3554805,5091
SP,3554904,16465
SP,3554953,11986
SP,3555000,61369
SP,3555109,13318
SP,3555208,7648
SP,3555307,9125
SP,3555356,3567
SP,3555406,76
SP,3555505,16502
SP,3555604,8750
SP,3555703,2821
SP,3555802,20899
SP,3555901,6789
SP,3556008,8552
SP,3556107,9083
SP,3556206,2394
SP,3556305,19026
SP,3556354,6298
SP,3556404,13072
SP,3556453,62
SP,3556503,0
SP,3556602,28986
SP,3556701,1463
SP,3556800,955
SP,3556909,726
SP,3556958,3799
SP,3557006,1467
SP,3557105,23111
SP,3557154,12039
SP,3557204,1234
SP,3557303,1871
PR,4100103,15184
PR,4100202,12819
PR,4100301,1648
PR,4100400,305
PR,4100459,53651
PR,4100509,61815
PR,4100608,41169
PR,4100707,10124
PR,4100806,7535
PR,4100905,36488
PR,4101002,35756
PR,4101051,4644
PR,4101101,1107
PR,4101150,7484
PR,4101200,322
PR,4101309,3109
PR,4101408,17914
PR,4101507,5485
PR,4101606,43943
PR,4101655,17625
PR,4101705,15025
PR,4101804,4057
PR,4101853,12330
PR,4101903,8718
PR,4102000,5727
PR,4102109,26242
PR,4102208,6595
PR,4102307,4256
PR,4102406,6492
PR,4102505,54054
PR,4102604,18421
PR,4102703,1663
PR,4102752,14647
PR,4102802,3011
PR,4102901,18705
PR,4103008,3179
PR,4103024,16926
PR,4103040,30632
PR,4103057,27791
PR,4103107,3285
PR,4103156,19881
PR,4103206,15866
PR,4103222,2638
PR,4103305,14499
PR,4103354,16884
PR,4103370,3874
PR,4103404,15974
PR,4103453,3883
PR,4103479,30812
PR,4103503,6195
PR,4103602,4264
PR,4103701,2125
PR,4103800,5323
PR,4103909,47773
PR,4103958,11737
PR,4104006,2433
PR,4104055,24455
PR,4104105,2547
PR,4104204,9825
PR,4104253,2086
PR,4104303,12393
PR,4104402,84972
PR,4104428,53155
PR,4104451,33833
PR,4104501,32257
PR,4104600,33445
PR,4104659,34130
PR,4104709,26824
PR,4104808,79292
PR,4104907,88030
PR,4105003,44092
PR,4105102,12123
PR,4105201,22726
PR,4105300,16541
PR,4105409,54837
PR,4105508,49359
PR,4105607,32873
PR,4105706,14838
PR,4105805,311
PR,4105904,23733
PR,4106001,24793
PR,4106100,18049
PR,4106209,3161
PR,4106308,11642
PR,4106407,25913
PR,4106456,41150
PR,4106506,39604
PR,4106555,12604
PR,4106571,17151
PR,4106605,57053
PR,4106704,12814
PR,4106803,14692
PR,4106852,14024
PR,4106902,356
PR,4107009,33182
PR,4107108,25609
PR,4107124,32917
PR,4107157,34067
PR,4107207,35603
PR,4107256,43282
PR,4107306,1150
PR,4107405,22737
PR,4107504,6554
PR,4107520,22224
PR,4107538,6093
PR,4107546,24395
PR,4107553,7372
PR,4107603,28721
PR,4107652,136
PR,4107702,4164
PR,4107736,5569
PR,4107751,6396
PR,4107801,3123
PR,4107850,15816
PR,4107900,287
PR,4108007,4225
PR,4108106,6634
PR,4108205,10545
PR,4108304,3047
PR,4108320,24156
PR,4108403,50594
PR,4108452,5570
PR,4108502,12271
PR,4108551,11899
PR,4108601,12905
PR,4108650,28542
PR,4108700,33194
PR,4108809,4866
PR,4108908,43726
PR,4108957,5682
PR,4109005,21850
PR,4109104,14068
PR,4109203,19248
PR,4109302,125368
PR,4109401,49262
PR,4109500,276
PR,4109609,1430
PR,4109658,27140
PR,4109708,59016
PR,4109757,11607
PR,4109807,4357
PR,4109906,60536
PR,4110003,6875
PR,4110052,7728
PR,4110078,3708
PR,4110102,6558
PR,4110201,8736
PR,4110300,7940
PR,4110409,9962
PR,4110508,9499
PR,4110607,46261
PR,4110656,1177
PR,4110706,13337
PR,4110805,44080
PR,4110904,11810
PR,4110953,5189
PR,4111001,1520
PR,4111100,3026
PR,4111209,10613
PR,4111258,4060
PR,4111308,14008
PR,4111407,12186
PR,4111506,20476
PR,4111555,19577
PR,4111605,273
PR,4111704,10834
PR,4111803,33841
PR,4111902,26721
PR,4112009,24224
PR,4112108,6144
PR,4112207,11801
PR,4112306,14429
PR,4112405,2986
PR,4112504,30124
PR,4112603,72
PR,4112702,6792
PR,4112751,7279
PR,4112801,35768
PR,4112900,34634
PR,4112959,2516
PR,4113007,2356
PR,4113106,7105
PR,4113205,26517
PR,4113254,66715
PR,4113304,47255
PR,4113403,16761
PR,4113429,8635
PR,4113452,33563
PR,4113502,86704
PR,4113601,9106
PR,4113700,41337
PR,4113734,32169
PR,4113759,11670
PR,4113809,7182
PR,4113908,6324
PR,4114005,9650
PR,4114104,7607
PR,4114203,20772
PR,4114302,1245
PR,4114351,25556
PR,4114401,39397
PR,4114500,33084
PR,4114609,45124
PR,4114708,51905
PR,4114807,7493
PR,4114906,8834
PR,4115002,25798
PR,4115101,14772
PR,4115200,4369
PR,4115309,7711
PR,4115358,7305
PR,4115408,22506
PR,4115457,55268
PR,4115507,11941
PR,4115606,30768
PR,4115705,0
PR,4115739,27285
PR,4115754,1664
PR,4115804,30600
PR,4115853,10622
PR,4115903,15275
PR,4116000,6668
PR,4116059,24640
PR,4116109,18368
PR,4116208,969
PR,4116307,9420
PR,4116406,11285
PR,4116505,9996
PR,4116604,3178
PR,4116703,7891
PR,4116802,656
PR,4116901,28981
PR,4116950,29179
PR,4117008,7593
PR,4117057,97863
PR,4117107,26689
PR,4117206,14490
PR,4117214,339
PR,4117222,10068
PR,4117255,33474
PR,4117271,52292
PR,4117297,12827
PR,4117305,151778
PR,4117404,569
PR,4117453,21786
PR,4117503,99
PR,4117602,26864
PR,4117701,28092
PR,4117800,105509
PR,4117909,10288
PR,4118006,5588
PR,4118105,7418
PR,4118204,463
PR,4118303,11594
PR,4118402,118248
PR,4118451,7179
PR,4118501,26079
PR,4118600,4743
PR,4118709,4885
PR,4118808,12754
PR,4118857,27143
PR,4118907,35986
PR,4119004,13155
PR,4119103,2366
PR,4119152,216
PR,4119202,7414
PR,4119251,14074
PR,4119301,51454
PR,4119400,24892
PR,4119509,1386
PR,4119608,83850
PR,4119657,1695
PR,4119707,36179
PR,4119806,32507
PR,4119905,22863
PR,4119954,68
PR,4120002,3492
PR,4120101,3513
PR,4120150,26475
PR,4120200,24751
PR,4120309,5866
PR,4120333,1474
PR,4120358,5912
PR,4120408,6820
PR,4120507,3212
PR,4120606,67395
PR,4120655,2619
PR,4120705,16714
PR,4120804,658
PR,4120853,9095
PR,4120903,50548
PR,4121000,72628
PR,4121109,5055
PR,4121208,3674
PR,4121257,27453
PR,4121307,412
PR,4121356,112
PR,4121406,26986
PR,4121505,4750
PR,4121604,12726
PR,4121703,58165
PR,4121752,18830
PR,4121802,50691
